title,selling_price,MRP,discount,rating,reviews,availability,url,scrape_datetime,review_text
"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(White)",259,799.00,68,4.1,547,In stock,https://www.amazon.in/Portronics-Earphones-Powerful-Controls-Compatibility/dp/B0DDHM6D3L/ref=sr_1_9?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-9,2025-01-29 07:39:47,Value for money. Balanced audio
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",159,399.00,60,3.5,56185,In stock,https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_10?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-10,2025-01-29 07:39:51,"The **ZEBRONICS Zeb-Bro in-ear wired earphones** are a fantastic find! 🎧 For such an affordable price, the **sound quality** is truly impressive. The **10mm drivers** deliver clear audio with balanced bass, making music, podcasts, and calls a pleasure. Whether I’m listening to soft melodies or bass-heavy tracks, the sound is crisp and immersive. 🎵The **in-built mic** is a great addition, ensuring clear communication during calls without any issues. I’ve used these earphones for both meetings and casual conversations, and the performance is flawless.The **3.5mm audio jack** offers wide compatibility, and it works perfectly with my phone, laptop, and tablet. Plus, the **comfort** of the earbuds is worth mentioning – they fit snugly without causing any discomfort, even during extended use.What I love the most is how **lightweight and durable** these earphones are. The cable is of decent length and doesn't tangle easily, which is a huge bonus. For such a budget-friendly price, ZEBRONICS has nailed it with both quality and performance!If you’re looking for **reliable, everyday earphones** that offer great sound at an affordable price, the Zeb-Bro is an excellent choice.**Five stars – Highly recommended!** 🌟"
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),499,1299.00,62,4.1,77872,In stock,https://www.amazon.in/BassHeads-152-ToneSecure-Braided-Earphones/dp/B07KY3FNQP/ref=sr_1_11?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-11,2025-01-29 07:39:58,"I would like to start by saying I'm not an audiophile, therefore my review will be less about the audio quality of the product and more about the over all experience regarding the product. First off, this is my second time buying the product and you guessed it, it's good enough that I will buy it a third time if need be!Upon unboxing we are greeted by the presence of 3 pair of extra ear buds . There is also a pair of ear fins in the packet containing the extra ear buds, these ear fins are used to keep the ear buds snugly in your ears during strenuous periods of use where there is a chance of lots of movement. More on this later.Coming to the ear phones itself, it's among the very few ear phones that genuinely feels premium in hand. It is very durable, specially the plug part that connects to your phone, many a time my ear phones stop working because the plug part malfunctions and causes problems in the functioning of the ear phones. This is not the case with these.The wire itself is made of rubber/silicon. It feels good in hand and the only thing I can think of that could be improved here is to braid the wire but so far the wire hasn't showed any form of wear and tear common with most other ear phone wires. Another thing to emphasize is that the entire cable is flat through out, this genuinely decreases the number of instances where I find myself trying to untangle the wire. This is truly one of the best features of this pair of earphones.Remember I said something about the ear phones being made completely of metal? Well it continues to the mic and the left and right splitter. Both these pieces feel very premium because of the signature cold feeling of metal against skin. I don't know about you but attention to small details like this always brings smiles to my face. It is to be noted that the mic piece is a universal single button type and hence cannot control volume, personally this problem didn't affect me much but the might be potential buyers who might find this to be a deal breaker.Mic quality is subject to individual bias therefore I can tell you my personal experience. In my opinion I feel that the quality is average, it won't blow anyone's mind but it will deliver most of the time. A common complaint I heard from most of my callers that they find it difficult to hear me when there is a significant amount of back ground noise or wind rustling in to the mic, these are common issues even with ear phones price significantly higher than the boAt BassHeads 152Finally the most important part of the review, the sound quality of the ear phones. As I said earlier I won't be going into the technical details . I am a bass lover and that is what led me to buy this pair in the first place. In my opinion I found that the Bass is indeed good but not over powering for the average consumer like how the Extra bass versions of the Sony line up of earphones trend to be. The volume gets sufficiently high and more often than not I use it at less than half it's total volume when listening to music. The clarity of the boAt BassHeads 152 are above par and easily betters even ear phones in the 2000 INR price category this is one other reason why I love this pair so much. A point to remember, as the entire covering of the ear phones is made of metal it is significantly heavier than other ear phones. This becomes a double edged sword, on the one hand the metal makes the ear phones feel very premium but it also makes it significantly heavier than other earphones made of plastic. This causes it to easily fall out of your ears if the supplied fins are not used. The find unlike the ones find in let's say the newer Bose ear phones aren't as comfortable and can hurt your ears if used over a prolonged time.Last but not the least, there are multiple color variants of the boAt BassHeads 152 including red, black and blue. I found myself opting for the black variant both the times this may be a personal opinion but I find it to be the best of the three. That said I do see most corporate consumers opting for the black as it is a neutral color. This leaves out the red, for reasons unknown the red variant is sold at a lower rate on most sites perhaps due to shortage in sales, therefore if you are short on cash and just want a great pair of ear phones then grab these while they last.Pros:1) No metal build2) Excellent wire quality and trendy3) Durable4) Above average sound qualityCons:1) Metal build in the earphones trend to make them heavy and thus falls out of your ear easily2) Supplied Fins are uncomfortable to wear over a prolonged time3) Supplied Clip piece is removable and tends to get lost easilyI hope everyone who read this found it useful and can make an educated decision to buy or not to buy the BassHeads 220. All suggestions are welcome.Thanking you, Dwarakesh"
"boAt Rockerz 255 Touch in Ear Neckband with Full Touch Controls, Spatial Audio, Up to 30H Playtime, ASAP Charge, Beast Mode, Enx Technology(Teal Green)",999,4990.00,80,4.0,207510,In stock,https://www.amazon.in/boAt-Rockerz-255-Touch-Technology/dp/B0BZ89R65G/ref=sr_1_12?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-12,2025-01-29 07:40:02,"I am an earphone addict. I think I am eligible to write this review. I received it on 21 October and today is 29 October and the battery is still at 50%. I know it's crazyyyyyzzyy. I regret why I didn't bought it sooner. Doesn't have heavenly sound like 50k headphones but it's has Nuclear generated Battery. which you will need to charge only 4to5 times a month.Bike rideIt's not ideal for bike riding, it's for indoor use, alot of wind noise when riding, but no wind noise when plugged inside the helmet, additionally it makes alot of noise when you touch the earphone wire, the noise is not from the speaker btwbatteryBattery is great, no question about it. It's been 8 day's, I use it everyday and carry it everywhere and still it has 50% battery. after 8 days continuous used.Sound loudnessThe sound is loud I Don't recommend anyone to use it more than 80% level unless you want to lose your hearing within a year. 40% sound level satisfy me. It's too loud. If you put it more than 80% it's too dangerous for the eardrum.lastingI Don't expect to last it more than 1 year, like every boat earphone i have bought previously. ( they can last only 1 year maximum which is kind of disappointing.)  it's like boat earphone are built to last exactly 1 years. which makes you buy again and again. Which of course  makes sense. if they build a earphone that last forever. they won't be able to sell their newly launched product anymore.lookit looks good when you put it around the neck without listening. but when you put it in your ear it doesn't look cool ( around public) if you want to look cool this is not the right choice for you 😁Can connect 2 blutooth device at the same timeBut the problem is, it can't recognise which is yours and which isn't, so when someone near you turn on their bluetooth, it will directly connect to it. which is kind of a minor problem. but i suppose boat apps can fixed it.sound qualitysound quality is kind of in the middle, I Don't have complains, but it's far better than 500 rs wired earphone IMO. the bass has high beat sound. mids and treble are perfect for me, bass is too much for me, IDK About your opinion.Noise block (ANC)If you play music to 30-40% sound level, you won't hear anyone talking near you. but if you Don't play any music, the noise level is blocked around 10% i would say. Considering this doesn't have any ANC it's great.i will update after 1,2,3 months used."
"boAt Bassheads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, in Ear, 10Mm Drivers, Signature Sound, Integrated Controls & Multi-Os Compatibility(Black)",499,1990.00,75,4.1,413846,In stock,https://www.amazon.in/boAt-Bassheads-100-Microphone-Compatibility/dp/B0D7PXB3SH/ref=sr_1_13?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-13,2025-01-29 07:40:06,"Headset quality is perfect and color also same aani ordered functionality, sound quality, volume control, length all good. Nice product to use.. And budget friendly also.."
"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)",1799,2299.00,22,4.1,183883,In stock,https://www.amazon.in/Oneplus-Bluetooth-Wireless-Earphones-Bombastic/dp/B09TVVGXWS/ref=sr_1_14?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-14,2025-01-29 07:40:13,"If you're on the lookout for a solid pair of wireless earphones, the OnePlus Bullets Z2 might just catch your eye. I've been using them for a while, and here's my honest take on what they have to offer.Connectivity & Ease of Use:Let’s start with one of the essentials—connectivity. The OnePlus Bullets Z2 nails it with seamless Bluetooth connectivity that just works. Pairing them with my phone was as simple as it gets, and once connected, they stay that way without any annoying drops. The button placement on the neckband is intuitive, and after a day or two of use, I could easily control playback without needing to glance down, thanks to muscle memory. It’s the kind of convenience you don’t realize you need until you have it.Sound Quality - Balanced Yet Personal:Now, onto the sound quality. As someone who values a balanced sound signature, I found the Z2 to be a great match for my taste. Whether I'm listening to some mellow jazz, electronic beats, or even rock, the sound remains well-rounded and crisp. The highs, mids, and lows don't overpower each other, making it perfect for those who don't want their ears blasted with bass or overwhelmed by treble.That said, sound quality is a subjective experience, and preferences can vary widely. If you're a bass head looking for those earth-shaking lows, you might find these a tad restrained. But if, like me, you appreciate a balanced output across genres, these will hit the right notes for you.Battery Life & Quick Charging - A Week of Peace:Battery life is another highlight. With moderate use—think about 1-2 hours daily—you can stretch a single charge to last an entire week. Even if you’re a heavy listener, using them for 6-8 hours straight, they can hold up for around 2-3 days before needing a recharge. And the quick charge feature is a lifesaver—just 10 minutes of charging gets you 2-4 hours of extra playtime, which is perfect for those “oops, I forgot to charge them” moments.Gaming & Low Latency - Smooth Experience:I spend a fair bit of time playing games like BGMI, and the low latency mode on the Bullets Z2 makes a noticeable difference. There's minimal lag between the visuals and the audio, which makes for a much more immersive gaming experience. It's not just about the sound being clear; it's also about it being on time, and these earphones deliver that pretty well.Comfort & Passive Noise Isolation:Comfort is key when it comes to neckbands, and the Z2 doesn’t disappoint. They come with multiple earbud sizes, so you can pick the one that fits snugly for you. While there’s no active noise cancellation (ANC) here, you can achieve a decent level of passive noise isolation by choosing the right ear tips. This makes a noticeable difference in cutting out background noise during commutes or at the office.App Experience & Annoying Blinking Light:Now, onto a couple of quirks. The Bullets Z2 uses the HeyMelody app, which offers additional features like custom sound settings. However, my unit just wouldn’t connect with the app, which was a bummer. So, any fancy tweaks you could make through the app were out of my reach, and I had to rely solely on the default Bluetooth pairing. While everything worked smoothly once connected, I feel like I missed out on some customization options that might have enhanced my experience.Another thing that bugged me was the small white light that blinks when the neckband is connected to a device. It might not seem like a big deal, but if you’re using the earphones in a dark room or while lying down, that blinking light can be pretty distracting. Plus, it probably drains the battery a bit, albeit a small amount. A simple option to turn this off in the app would’ve been a nice touch.Final Thoughts - A Solid Pick for Most, with Room for Improvement:Overall, the OnePlus Z2 delivers where it matters—good sound quality, reliable connectivity, and battery life that won’t have you constantly reaching for the charger. It’s not perfect, especially with the blinking light and app connectivity issues, but those are minor compared to the solid performance it offers. Plus, with the quick-charge feature and low-latency gaming experience, it’s hard not to appreciate the value you get.If you’re looking for a reliable neckband that blends style, comfort, and balanced audio, the OnePlus Bullets Z2 is definitely worth considering. It might not satisfy those who crave earth-shattering bass, but for most listeners, it's a worthy contender at its price point."
"Ambrane Stringz 38 Wired Earphones with Mic, Powerful HD Sound with High Bass, Tangle Free Cable, Comfort in-Ear Fit, 3.5mm Jack (Green), Normal",249,449.00,45,3.8,12277,In stock,https://www.amazon.in/Ambrane-Stringz-Earphones-Powerful-Comfort/dp/B08V58PTDC/ref=sr_1_15?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-15,2025-01-29 07:40:18,The looks is very premium . Sound quality is also very good . Best earphone for daily and normal usage . It's also very durable . It's just value for money ..👍👍
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),349,999.00,65,3.9,87555,In stock,https://www.amazon.in/Boult-Audio-X1-Earphones-Cancellation/dp/B07TCN5VR9/ref=sr_1_16?crid=23H19CC51YB96&dib=eyJ2IjoiMSJ9.HJAFnU3SJw9bn5ayGoOABykwnRqwV5UWaoC0Q4CwKIJH9F9VcRW-QdN_bhlzxwv4ve4tZ4G1zQSU44nEDjFuRHFhY3VviQkUnprwQnV-lZRY0F10mbue-6LEQyth86PcmYnmSq-Iif8rabEfUf1fFy35s0-tcoCIaN3XRuzA5NKEsK8kyO4QkCbwSpwlTuWo59mbpOPe6Bq82yH24hj8O0lYFqct-WbKcTWPi9ei2hU.HmLjt9Fhuh4-m6gBCbpcisb8MWAdiDs0o4UtwfAOWHc&dib_tag=se&keywords=earphones&qid=1738136328&sr=8-16,2025-01-29 07:40:22,"This is a high res audio model with type C pin. Compatible with my good old POCO M3. Clarity is quite good. Audio signature is balanced with mids, deep bass and clear highs best possible compared to the peers in the segment. Highly responsive to the equaliser of the player I use i.e. AIMP. Mic response and clarity is fine. Buttons are responsive and soft. Looks sturdy. Price just ₹350 on offer sale. Overall very good deal for the price. Satisfied buy. 👍"
"Boult x Mustang Derby Truly Wireless in Ear Earbuds with 100H Playtime, App Support, Dual Device Pairing, 4 Clear Calling ENC Mics, 45ms Low Latency, Made in India, IPX5 Ear Buds TWS Bluetooth 5.4",1499,5999.00,75,4.0,5667,In stock,https://aax-eu.amazon.in/x/c/JMgPti6fdHJBELS734Stg6AAAAGUsP-YKwMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDIgICDr2628/clv1_CEuOPUxokZA0iHrVS85omQbIEShwUZcMqLMZ-zyprc9y4X8_02G3Xvw18HHE8xvVjq0yzpNb3X7OfU1YAGcAFmEmbQWJR5L4EGw0emVvRVuCRqp7lEfB8IkGXCRHUeW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3149E-llSRaRb16ZjAz9B7yl_bPrUYAZJ0SW56eH2BSUewX8NZaGxOMH291CT9iAqaHVI-nuO8B38cR1ZCcLlI8C-9FHE6Fj0W5fDGy7yyiR77YWWBqaXTA1q3q6j0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq8-sXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCdaXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwltwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQvKfG2stb9AHfCtLwelgMbJPnjA-_5f2DU1NaHUTnfl2iqhMGEwTaQP7s20rogHbfuZ-7jwh8mRYwvko3rYGDk2gNX42_IbfB_nH4YCbAmEmGyT_hBPDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TAh4gwHLv9NeX-FWp7CDnHMytveGL76Xr9Gkikiz-XvBs0styTzgiW-7mmbfo-svttsYyS3gPMAbTbgZMKi53e-84hh_MzYuOl3msxnikzBTCXIkUXQ1VC3btG-EmSe1Vd7-4YKyquXQ32WHaq9ta9WUWob3_US-bncuEvk3Rx9Fd3JSabvGxizHaG0VHBma-b16hwcJKaQP3p3__DFCojZVUsOn-XVQ8YVDvgFbRkmfUbqsPmzeUrJODYx1W1T4S5rvTgECOKazB6Cbr8fEQyiG75RIL8QaMzdJL76oOnKeXcB7rQNTHZ2og7LZgtEZbP7Yiz84IvB6ingBUWEHX8eeKGvvL68UgL3evby0yEOE_Wb9zbM3jicxQZImTGa2Clfj226HRyUwmQ3BG4ed9PAEr6luyhC51cZ2c1u4C0sGIm-fyEiYkhkFC7_yfoolm9TrZnOcEPpRYcZPmUIIx6pUrZC08SipmmSKP-LPdeNbYuCE4eoNtQiH0ZoIEplmdnWBzE_ntOEXaHY26_rVtNcK6H5rCf93DMpNuaYTunWZNgq2su2oDnaXQLFtLA_QWV75ayjDXgcuU9u7SYWOhSmaCWxUx64J_qbDmF1_QjRAz4o2LMEuHA3-GlOYyg8ZHEPE4rWtvGnJBwrwQG_l9BezHo044YMz5dQD82YQlAn-JWK6AmRUzbA_qdOz1XrcTHMUK_FYNsn9dtk9PGzqvcDrIGGNPkqoJJkhrsuk-tKp2obebbI5G59iJEiAolFooOV7q-0dlTI5soojF6-uRi5-IK1gQnM7JayuDbKNFRbpLU7wyFMI5Bg8FsLgK27OACTWzqYKEiTKnCVN1LASS2zrcFErJKx4o790XPi9MtE-pYL2A3ouxoKzrfu4_6IwareevV5QpSyFuIwKa36kgg92gByQtplHKXW962eUzMTmgdsBc59UwUz2I_dkjZIUwNHS0n4RVIEYUo5vzX0KAsLcwn-UZOX-dMq4xPfysprP3m6QDoDqn1Diqobhkw/https://www.amazon.in/Boult-Wireless-Earbuds-Playtime-Bluetooth/dp/B0D63GCT6P/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d%3Aamzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d&crid=23H19CC51YB96&cv_ct_cx=earphones&keywords=earphones&pd_rd_i=B0D63GCT6P&pd_rd_r=6fbd63d8-41cf-484f-9d89-2b80ab1066cf&pd_rd_w=zxDqJ&pd_rd_wg=wMN5b&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=XVRAEN0GEK2FYC41GRG0&qid=1738136328&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,2025-01-29 07:40:27,Quality of earbuds is quite good and does look aesthetic with mustang inspiration. Sound quality and bass is good with decent battery life as well. Fits well in ears so does not hurt upon long interval so overall a value for money product.
"Boult x Mustang Derby Truly Wireless in Ear Earbuds with 100H Playtime, App Support, Dual Device Pairing, 4 Clear Calling ENC Mics, 45ms Low Latency, Made in India, IPX5 Ear Buds TWS Bluetooth 5.4",1499,5999.00,75,4.0,5667,In stock,https://aax-eu.amazon.in/x/c/JMgPti6fdHJBELS734Stg6AAAAGUsP-YKwMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDIgICDr2628/clv1_CEuOPUxokZA0iHrVS85omQbIEShwUZcMqLMZ-zyprc9y4X8_02G3Xvw18HHE8xvVjq0yzpNb3X7OfU1YAGcAFmEmbQWJR5L4EGw0emVvRVuCRqp7lEfB8IkGXCRHUeW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3149E-llSRaRb16ZjAz9B7yl_bPrUYAZJ0SW56eH2BSUewX8NZaGxOMH291CT9iAqaHVI-nuO8B38cR1ZCcLlI8C-9FHE6Fj0W5fDGy7yyiR77YWWBqaXTA1q3q6j0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq8-sXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCdaXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwltwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQvKfG2stb9AHfCtLwelgMbJPnjA-_5f2DU1NaHUTnfl2iqhMGEwTaQP7s20rogHbfuZ-7jwh8mRYwvko3rYGDk2gNX42_IbfB_nH4YCbAmEmGyT_hBPDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TAh4gwHLv9NeX-FWp7CDnHMytveGL76Xr9Gkikiz-XvBs0styTzgiW-7mmbfo-svttsYyS3gPMAbTbgZMKi53e-84hh_MzYuOl3msxnikzBTCXIkUXQ1VC3btG-EmSe1Vd7-4YKyquXQ32WHaq9ta9WUWob3_US-bncuEvk3Rx9Fd3JSabvGxizHaG0VHBma-b16hwcJKaQP3p3__DFCojZVUsOn-XVQ8YVDvgFbRkmfUbqsPmzeUrJODYx1W1T4S5rvTgECOKazB6Cbr8fEQyiG75RIL8QaMzdJL76oOnKeXcB7rQNTHZ2og7LZgtEZbP7Yiz84IvB6ingBUWEHX8eeKGvvL68UgL3evby0yEOE_Wb9zbM3jicxQZImTGa2Clfj226HRyUwmQ3BG4ed9PAEr6luyhC51cZ2c1u4C0sGIm-fyEiYkhkFC7_yfoolm9TrZnOcEPpRYcZPmUIIx6pUrZC08SipmmSKP-LPdeNbYuCE4eoNtQiH0ZoIEplmdnWBzE_ntOEXaHY26_rVtNcK6H5rCf93DMpNuaYTunWZNgq2su2oDnaXQLFtLA_QWV75ayjDXgcuU9u7SYWOhSmaCWxUx64J_qbDmF1_QjRAz4o2LMEuHA3-GlOYyg8ZHEPE4rWtvGnJBwrwQG_l9BezHo044YMz5dQD82YQlAn-JWK6AmRUzbA_qdOz1XrcTHMUK_FYNsn9dtk9PGzqvcDrIGGNPkqoJJkhrsuk-tKp2obebbI5G59iJEiAolFooOV7q-0dlTI5soojF6-uRi5-IK1gQnM7JayuDbKNFRbpLU7wyFMI5Bg8FsLgK27OACTWzqYKEiTKnCVN1LASS2zrcFErJKx4o790XPi9MtE-pYL2A3ouxoKzrfu4_6IwareevV5QpSyFuIwKa36kgg92gByQtplHKXW962eUzMTmgdsBc59UwUz2I_dkjZIUwNHS0n4RVIEYUo5vzX0KAsLcwn-UZOX-dMq4xPfysprP3m6QDoDqn1Diqobhkw/https://www.amazon.in/Boult-Wireless-Earbuds-Playtime-Bluetooth/dp/B0D63GCT6P/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d%3Aamzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d&crid=23H19CC51YB96&cv_ct_cx=earphones&keywords=earphones&pd_rd_i=B0D63GCT6P&pd_rd_r=6fbd63d8-41cf-484f-9d89-2b80ab1066cf&pd_rd_w=zxDqJ&pd_rd_wg=wMN5b&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=XVRAEN0GEK2FYC41GRG0&qid=1738136328&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,2025-01-29 07:40:32,Quality of earbuds is quite good and does look aesthetic with mustang inspiration. Sound quality and bass is good with decent battery life as well. Fits well in ears so does not hurt upon long interval so overall a value for money product.
